transaction_id,customer_id,transaction_date,products_in_order,total_transaction_cost
TXN000029,CUST002,2025-02-26,"[{'product_id': np.int64(64742), 'product_name': 'Women Product 64742', 'quantity': 1, 'item_cost': np.float64(589.48), 'total_item_cost': np.float64(589.48)}, {'product_id': np.int64(46467), 'product_name': 'Laptops Product 46467', 'quantity': 3, 'item_cost': np.float64(682.95), 'total_item_cost': np.float64(2048.8500000000004)}, {'product_id': np.int64(21035), 'product_name': 'Women Product 21035', 'quantity': 5, 'item_cost': np.float64(833.48), 'total_item_cost': np.float64(4167.4)}, {'product_id': np.int64(70377), 'product_name': 'Laptops Product 70377', 'quantity': 2, 'item_cost': np.float64(31.5), 'total_item_cost': np.float64(63.0)}, {'product_id': np.int64(11999), 'product_name': 'Women Product 11999', 'quantity': 2, 'item_cost': np.float64(57.8), 'total_item_cost': np.float64(115.6)}, {'product_id': np.int64(31854), 'product_name': 'Accessories Product 31854', 'quantity': 1, 'item_cost': np.float64(294.59), 'total_item_cost': np.float64(294.59)}, {'product_id': np.int64(55830), 'product_name': 'Appliances Product 55830', 'quantity': 4, 'item_cost': np.float64(696.95), 'total_item_cost': np.float64(2787.8)}, {'product_id': np.int64(51807), 'product_name': 'Smartphones Product 51807', 'quantity': 2, 'item_cost': np.float64(140.1), 'total_item_cost': np.float64(280.2)}]",10346.920000000002
TXN000030,CUST002,2025-01-09,"[{'product_id': np.int64(82343), 'product_name': 'Laptops Product 82343', 'quantity': 4, 'item_cost': np.float64(184.72), 'total_item_cost': np.float64(738.88)}, {'product_id': np.int64(3510), 'product_name': 'Appliances Product 3510', 'quantity': 2, 'item_cost': np.float64(237.61), 'total_item_cost': np.float64(475.22)}]",1214.1
TXN000031,CUST002,2025-01-03,"[{'product_id': np.int64(63657), 'product_name': 'Women Product 63657', 'quantity': 2, 'item_cost': np.float64(716.89), 'total_item_cost': np.float64(1433.78)}, {'product_id': np.int64(34148), 'product_name': 'Accessories Product 34148', 'quantity': 5, 'item_cost': np.float64(996.55), 'total_item_cost': np.float64(4982.75)}, {'product_id': np.int64(80598), 'product_name': 'Women Product 80598', 'quantity': 3, 'item_cost': np.float64(209.77), 'total_item_cost': np.float64(629.3100000000001)}, {'product_id': np.int64(220), 'product_name': 'Furniture Product 220', 'quantity': 3, 'item_cost': np.float64(466.39), 'total_item_cost': np.float64(1399.17)}, {'product_id': np.int64(53210), 'product_name': 'Smartphones Product 53210', 'quantity': 4, 'item_cost': np.float64(717.58), 'total_item_cost': np.float64(2870.32)}, {'product_id': np.int64(60182), 'product_name': 'Furniture Product 60182', 'quantity': 1, 'item_cost': np.float64(541.4), 'total_item_cost': np.float64(541.4)}, {'product_id': np.int64(20917), 'product_name': 'Women Product 20917', 'quantity': 4, 'item_cost': np.float64(356.37), 'total_item_cost': np.float64(1425.48)}, {'product_id': np.int64(85105), 'product_name': 'Women Product 85105', 'quantity': 4, 'item_cost': np.float64(266.87), 'total_item_cost': np.float64(1067.48)}, {'product_id': np.int64(16808), 'product_name': 'Women Product 16808', 'quantity': 2, 'item_cost': np.float64(192.43), 'total_item_cost': np.float64(384.86)}, {'product_id': np.int64(73605), 'product_name': 'Furniture Product 73605', 'quantity': 4, 'item_cost': np.float64(665.04), 'total_item_cost': np.float64(2660.16)}]",17394.71
TXN000032,CUST002,2025-01-14,"[{'product_id': np.int64(3347), 'product_name': 'Kids Product 3347', 'quantity': 2, 'item_cost': np.float64(31.93), 'total_item_cost': np.float64(63.86)}, {'product_id': np.int64(84657), 'product_name': 'Appliances Product 84657', 'quantity': 5, 'item_cost': np.float64(337.05), 'total_item_cost': np.float64(1685.25)}, {'product_id': np.int64(80503), 'product_name': 'Appliances Product 80503', 'quantity': 2, 'item_cost': np.float64(280.76), 'total_item_cost': np.float64(561.52)}, {'product_id': np.int64(10567), 'product_name': 'Men Product 10567', 'quantity': 2, 'item_cost': np.float64(296.42), 'total_item_cost': np.float64(592.84)}, {'product_id': np.int64(24215), 'product_name': 'Appliances Product 24215', 'quantity': 5, 'item_cost': np.float64(451.81), 'total_item_cost': np.float64(2259.05)}, {'product_id': np.int64(4488), 'product_name': 'Furniture Product 4488', 'quantity': 2, 'item_cost': np.float64(101.63), 'total_item_cost': np.float64(203.26)}, {'product_id': np.int64(61060), 'product_name': 'Laptops Product 61060', 'quantity': 3, 'item_cost': np.float64(21.87), 'total_item_cost': np.float64(65.61)}, {'product_id': np.int64(33654), 'product_name': 'Laptops Product 33654', 'quantity': 5, 'item_cost': np.float64(317.25), 'total_item_cost': np.float64(1586.25)}]",7017.64
TXN000033,CUST003,2023-10-18,"[{'product_id': np.int64(24622), 'product_name': 'Furniture Product 24622', 'quantity': 2, 'item_cost': np.float64(783.74), 'total_item_cost': np.float64(1567.48)}, {'product_id': np.int64(92262), 'product_name': 'Men Product 92262', 'quantity': 5, 'item_cost': np.float64(752.1), 'total_item_cost': np.float64(3760.5)}, {'product_id': np.int64(91035), 'product_name': 'Laptops Product 91035', 'quantity': 5, 'item_cost': np.float64(977.23), 'total_item_cost': np.float64(4886.15)}, {'product_id': np.int64(87124), 'product_name': 'Decor Product 87124', 'quantity': 2, 'item_cost': np.float64(825.28), 'total_item_cost': np.float64(1650.56)}, {'product_id': np.int64(85482), 'product_name': 'Women Product 85482', 'quantity': 3, 'item_cost': np.float64(35.73), 'total_item_cost': np.float64(107.19)}, {'product_id': np.int64(78025), 'product_name': 'Laptops Product 78025', 'quantity': 5, 'item_cost': np.float64(879.63), 'total_item_cost': np.float64(4398.15)}, {'product_id': np.int64(97584), 'product_name': 'Decor Product 97584', 'quantity': 3, 'item_cost': np.float64(624.03), 'total_item_cost': np.float64(1872.09)}, {'product_id': np.int64(71626), 'product_name': 'Smartphones Product 71626', 'quantity': 3, 'item_cost': np.float64(772.76), 'total_item_cost': np.float64(2318.2799999999997)}, {'product_id': np.int64(47634), 'product_name': 'Appliances Product 47634', 'quantity': 4, 'item_cost': np.float64(469.97), 'total_item_cost': np.float64(1879.88)}]",22440.28
TXN000034,CUST003,2023-12-07,"[{'product_id': np.int64(684), 'product_name': 'Smartphones Product 684', 'quantity': 2, 'item_cost': np.float64(293.69), 'total_item_cost': np.float64(587.38)}, {'product_id': np.int64(23727), 'product_name': 'Decor Product 23727', 'quantity': 5, 'item_cost': np.float64(999.94), 'total_item_cost': np.float64(4999.700000000001)}, {'product_id': np.int64(40346), 'product_name': 'Men Product 40346', 'quantity': 1, 'item_cost': np.float64(103.39), 'total_item_cost': np.float64(103.39)}]",5690.470000000001
TXN000035,CUST003,2025-01-12,"[{'product_id': np.int64(53136), 'product_name': 'Men Product 53136', 'quantity': 1, 'item_cost': np.float64(56.3), 'total_item_cost': np.float64(56.3)}, {'product_id': np.int64(92781), 'product_name': 'Smartphones Product 92781', 'quantity': 4, 'item_cost': np.float64(886.72), 'total_item_cost': np.float64(3546.88)}, {'product_id': np.int64(88874), 'product_name': 'Laptops Product 88874', 'quantity': 2, 'item_cost': np.float64(156.81), 'total_item_cost': np.float64(313.62)}]",3916.8
TXN000036,CUST004,2025-01-25,"[{'product_id': np.int64(4659), 'product_name': 'Smartphones Product 4659', 'quantity': 2, 'item_cost': np.float64(490.78), 'total_item_cost': np.float64(981.56)}, {'product_id': np.int64(88460), 'product_name': 'Men Product 88460', 'quantity': 4, 'item_cost': np.float64(717.08), 'total_item_cost': np.float64(2868.32)}, {'product_id': np.int64(91127), 'product_name': 'Accessories Product 91127', 'quantity': 4, 'item_cost': np.float64(604.36), 'total_item_cost': np.float64(2417.44)}, {'product_id': np.int64(14607), 'product_name': 'Decor Product 14607', 'quantity': 1, 'item_cost': np.float64(707.23), 'total_item_cost': np.float64(707.23)}, {'product_id': np.int64(56689), 'product_name': 'Smartphones Product 56689', 'quantity': 4, 'item_cost': np.float64(149.78), 'total_item_cost': np.float64(599.12)}, {'product_id': np.int64(73522), 'product_name': 'Kids Product 73522', 'quantity': 1, 'item_cost': np.float64(74.38), 'total_item_cost': np.float64(74.38)}, {'product_id': np.int64(32081), 'product_name': 'Kids Product 32081', 'quantity': 4, 'item_cost': np.float64(919.34), 'total_item_cost': np.float64(3677.36)}, {'product_id': np.int64(34907), 'product_name': 'Furniture Product 34907', 'quantity': 3, 'item_cost': np.float64(14.86), 'total_item_cost': np.float64(44.58)}, {'product_id': np.int64(15070), 'product_name': 'Kids Product 15070', 'quantity': 5, 'item_cost': np.float64(239.13), 'total_item_cost': np.float64(1195.65)}, {'product_id': np.int64(73373), 'product_name': 'Smartphones Product 73373', 'quantity': 5, 'item_cost': np.float64(315.83), 'total_item_cost': np.float64(1579.1499999999999)}]",14144.789999999999
TXN000037,CUST004,2025-02-24,"[{'product_id': np.int64(84021), 'product_name': 'Smartphones Product 84021', 'quantity': 2, 'item_cost': np.float64(136.94), 'total_item_cost': np.float64(273.88)}, {'product_id': np.int64(41170), 'product_name': 'Smartphones Product 41170', 'quantity': 4, 'item_cost': np.float64(980.0), 'total_item_cost': np.float64(3920.0)}, {'product_id': np.int64(80033), 'product_name': 'Smartphones Product 80033', 'quantity': 1, 'item_cost': np.float64(474.91), 'total_item_cost': np.float64(474.91)}, {'product_id': np.int64(81500), 'product_name': 'Furniture Product 81500', 'quantity': 5, 'item_cost': np.float64(148.36), 'total_item_cost': np.float64(741.8000000000001)}, {'product_id': np.int64(49138), 'product_name': 'Decor Product 49138', 'quantity': 4, 'item_cost': np.float64(220.45), 'total_item_cost': np.float64(881.8)}, {'product_id': np.int64(14847), 'product_name': 'Women Product 14847', 'quantity': 5, 'item_cost': np.float64(585.96), 'total_item_cost': np.float64(2929.8)}]",9222.19
TXN000038,CUST004,2025-01-20,"[{'product_id': np.int64(94305), 'product_name': 'Laptops Product 94305', 'quantity': 4, 'item_cost': np.float64(673.93), 'total_item_cost': np.float64(2695.72)}, {'product_id': np.int64(21929), 'product_name': 'Accessories Product 21929', 'quantity': 3, 'item_cost': np.float64(182.67), 'total_item_cost': np.float64(548.01)}, {'product_id': np.int64(86875), 'product_name': 'Accessories Product 86875', 'quantity': 1, 'item_cost': np.float64(705.15), 'total_item_cost': np.float64(705.15)}, {'product_id': np.int64(3588), 'product_name': 'Women Product 3588', 'quantity': 1, 'item_cost': np.float64(109.99), 'total_item_cost': np.float64(109.99)}, {'product_id': np.int64(21097), 'product_name': 'Smartphones Product 21097', 'quantity': 5, 'item_cost': np.float64(733.42), 'total_item_cost': np.float64(3667.1)}]",7725.969999999999
TXN000039,CUST004,2025-02-12,"[{'product_id': np.int64(8376), 'product_name': 'Kids Product 8376', 'quantity': 3, 'item_cost': np.float64(363.74), 'total_item_cost': np.float64(1091.22)}, {'product_id': np.int64(13142), 'product_name': 'Laptops Product 13142', 'quantity': 2, 'item_cost': np.float64(398.88), 'total_item_cost': np.float64(797.76)}, {'product_id': np.int64(42797), 'product_name': 'Furniture Product 42797', 'quantity': 1, 'item_cost': np.float64(569.79), 'total_item_cost': np.float64(569.79)}, {'product_id': np.int64(26867), 'product_name': 'Kids Product 26867', 'quantity': 2, 'item_cost': np.float64(41.61), 'total_item_cost': np.float64(83.22)}]",2541.99
TXN000040,CUST004,2024-12-05,"[{'product_id': np.int64(14213), 'product_name': 'Kids Product 14213', 'quantity': 2, 'item_cost': np.float64(110.8), 'total_item_cost': np.float64(221.6)}, {'product_id': np.int64(29864), 'product_name': 'Accessories Product 29864', 'quantity': 5, 'item_cost': np.float64(167.24), 'total_item_cost': np.float64(836.2)}, {'product_id': np.int64(28241), 'product_name': 'Women Product 28241', 'quantity': 4, 'item_cost': np.float64(985.5), 'total_item_cost': np.float64(3942.0)}, {'product_id': np.int64(30381), 'product_name': 'Smartphones Product 30381', 'quantity': 1, 'item_cost': np.float64(829.0), 'total_item_cost': np.float64(829.0)}, {'product_id': np.int64(13290), 'product_name': 'Decor Product 13290', 'quantity': 2, 'item_cost': np.float64(249.91), 'total_item_cost': np.float64(499.82)}, {'product_id': np.int64(7963), 'product_name': 'Accessories Product 7963', 'quantity': 1, 'item_cost': np.float64(691.27), 'total_item_cost': np.float64(691.27)}, {'product_id': np.int64(2825), 'product_name': 'Decor Product 2825', 'quantity': 4, 'item_cost': np.float64(67.52), 'total_item_cost': np.float64(270.08)}, {'product_id': np.int64(23268), 'product_name': 'Accessories Product 23268', 'quantity': 5, 'item_cost': np.float64(368.28), 'total_item_cost': np.float64(1841.3999999999999)}, {'product_id': np.int64(45862), 'product_name': 'Decor Product 45862', 'quantity': 2, 'item_cost': np.float64(359.47), 'total_item_cost': np.float64(718.94)}, {'product_id': np.int64(36766), 'product_name': 'Men Product 36766', 'quantity': 2, 'item_cost': np.float64(993.09), 'total_item_cost': np.float64(1986.18)}]",11836.49
TXN000041,CUST004,2025-02-18,"[{'product_id': np.int64(26323), 'product_name': 'Furniture Product 26323', 'quantity': 4, 'item_cost': np.float64(129.02), 'total_item_cost': np.float64(516.08)}, {'product_id': np.int64(55041), 'product_name': 'Accessories Product 55041', 'quantity': 5, 'item_cost': np.float64(492.6), 'total_item_cost': np.float64(2463.0)}, {'product_id': np.int64(76304), 'product_name': 'Smartphones Product 76304', 'quantity': 2, 'item_cost': np.float64(381.93), 'total_item_cost': np.float64(763.86)}, {'product_id': np.int64(5289), 'product_name': 'Kids Product 5289', 'quantity': 1, 'item_cost': np.float64(195.03), 'total_item_cost': np.float64(195.03)}, {'product_id': np.int64(27255), 'product_name': 'Decor Product 27255', 'quantity': 4, 'item_cost': np.float64(22.96), 'total_item_cost': np.float64(91.84)}, {'product_id': np.int64(38359), 'product_name': 'Accessories Product 38359', 'quantity': 2, 'item_cost': np.float64(841.61), 'total_item_cost': np.float64(1683.22)}, {'product_id': np.int64(54711), 'product_name': 'Decor Product 54711', 'quantity': 2, 'item_cost': np.float64(850.2), 'total_item_cost': np.float64(1700.4)}]",7413.43
TXN000042,CUST004,2025-02-23,"[{'product_id': np.int64(47265), 'product_name': 'Smartphones Product 47265', 'quantity': 1, 'item_cost': np.float64(788.49), 'total_item_cost': np.float64(788.49)}]",788.49
TXN000043,CUST004,2024-11-29,"[{'product_id': np.int64(86439), 'product_name': 'Decor Product 86439', 'quantity': 1, 'item_cost': np.float64(531.58), 'total_item_cost': np.float64(531.58)}, {'product_id': np.int64(87229), 'product_name': 'Furniture Product 87229', 'quantity': 3, 'item_cost': np.float64(615.81), 'total_item_cost': np.float64(1847.4299999999998)}, {'product_id': np.int64(95960), 'product_name': 'Decor Product 95960', 'quantity': 2, 'item_cost': np.float64(710.38), 'total_item_cost': np.float64(1420.76)}]",3799.7699999999995
TXN000044,CUST004,2024-12-14,"[{'product_id': np.int64(47153), 'product_name': 'Women Product 47153', 'quantity': 2, 'item_cost': np.float64(565.01), 'total_item_cost': np.float64(1130.02)}, {'product_id': np.int64(37884), 'product_name': 'Furniture Product 37884', 'quantity': 2, 'item_cost': np.float64(686.21), 'total_item_cost': np.float64(1372.42)}]",2502.44
TXN000045,CUST005,2025-02-09,"[{'product_id': np.int64(27732), 'product_name': 'Accessories Product 27732', 'quantity': 1, 'item_cost': np.float64(539.73), 'total_item_cost': np.float64(539.73)}, {'product_id': np.int64(65679), 'product_name': 'Appliances Product 65679', 'quantity': 2, 'item_cost': np.float64(69.86), 'total_item_cost': np.float64(139.72)}, {'product_id': np.int64(78887), 'product_name': 'Kids Product 78887', 'quantity': 1, 'item_cost': np.float64(451.34), 'total_item_cost': np.float64(451.34)}, {'product_id': np.int64(62615), 'product_name': 'Decor Product 62615', 'quantity': 4, 'item_cost': np.float64(156.59), 'total_item_cost': np.float64(626.36)}, {'product_id': np.int64(85203), 'product_name': 'Laptops Product 85203', 'quantity': 4, 'item_cost': np.float64(806.66), 'total_item_cost': np.float64(3226.64)}, {'product_id': np.int64(11219), 'product_name': 'Kids Product 11219', 'quantity': 5, 'item_cost': np.float64(933.63), 'total_item_cost': np.float64(4668.15)}, {'product_id': np.int64(47048), 'product_name': 'Decor Product 47048', 'quantity': 3, 'item_cost': np.float64(108.54), 'total_item_cost': np.float64(325.62)}, {'product_id': np.int64(71118), 'product_name': 'Accessories Product 71118', 'quantity': 3, 'item_cost': np.float64(700.82), 'total_item_cost': np.float64(2102.46)}, {'product_id': np.int64(87562), 'product_name': 'Accessories Product 87562', 'quantity': 2, 'item_cost': np.float64(549.52), 'total_item_cost': np.float64(1099.04)}]",13179.060000000001
TXN000046,CUST006,2024-11-24,"[{'product_id': np.int64(63387), 'product_name': 'Smartphones Product 63387', 'quantity': 3, 'item_cost': np.float64(267.29), 'total_item_cost': np.float64(801.8700000000001)}, {'product_id': np.int64(70045), 'product_name': 'Men Product 70045', 'quantity': 5, 'item_cost': np.float64(348.14), 'total_item_cost': np.float64(1740.6999999999998)}, {'product_id': np.int64(11006), 'product_name': 'Appliances Product 11006', 'quantity': 1, 'item_cost': np.float64(91.68), 'total_item_cost': np.float64(91.68)}]",2634.2499999999995
TXN000047,CUST006,2024-05-14,"[{'product_id': np.int64(91491), 'product_name': 'Women Product 91491', 'quantity': 4, 'item_cost': np.float64(434.39), 'total_item_cost': np.float64(1737.56)}]",1737.56
TXN000048,CUST006,2024-07-05,"[{'product_id': np.int64(25988), 'product_name': 'Men Product 25988', 'quantity': 5, 'item_cost': np.float64(784.91), 'total_item_cost': np.float64(3924.5499999999997)}, {'product_id': np.int64(18509), 'product_name': 'Smartphones Product 18509', 'quantity': 4, 'item_cost': np.float64(360.87), 'total_item_cost': np.float64(1443.48)}, {'product_id': np.int64(95779), 'product_name': 'Kids Product 95779', 'quantity': 5, 'item_cost': np.float64(484.68), 'total_item_cost': np.float64(2423.4)}]",7791.43
TXN000049,CUST007,2024-11-19,"[{'product_id': np.int64(1400), 'product_name': 'Laptops Product 1400', 'quantity': 2, 'item_cost': np.float64(329.3), 'total_item_cost': np.float64(658.6)}, {'product_id': np.int64(55806), 'product_name': 'Furniture Product 55806', 'quantity': 2, 'item_cost': np.float64(389.59), 'total_item_cost': np.float64(779.18)}, {'product_id': np.int64(75058), 'product_name': 'Appliances Product 75058', 'quantity': 1, 'item_cost': np.float64(588.97), 'total_item_cost': np.float64(588.97)}, {'product_id': np.int64(58257), 'product_name': 'Kids Product 58257', 'quantity': 4, 'item_cost': np.float64(348.26), 'total_item_cost': np.float64(1393.04)}, {'product_id': np.int64(42884), 'product_name': 'Smartphones Product 42884', 'quantity': 5, 'item_cost': np.float64(417.61), 'total_item_cost': np.float64(2088.05)}, {'product_id': np.int64(81467), 'product_name': 'Appliances Product 81467', 'quantity': 2, 'item_cost': np.float64(494.56), 'total_item_cost': np.float64(989.12)}, {'product_id': np.int64(18274), 'product_name': 'Laptops Product 18274', 'quantity': 1, 'item_cost': np.float64(350.74), 'total_item_cost': np.float64(350.74)}, {'product_id': np.int64(77596), 'product_name': 'Decor Product 77596', 'quantity': 1, 'item_cost': np.float64(233.65), 'total_item_cost': np.float64(233.65)}]",7081.349999999999
TXN000050,CUST007,2024-12-08,"[{'product_id': np.int64(13272), 'product_name': 'Laptops Product 13272', 'quantity': 3, 'item_cost': np.float64(322.64), 'total_item_cost': np.float64(967.92)}, {'product_id': np.int64(45590), 'product_name': 'Accessories Product 45590', 'quantity': 1, 'item_cost': np.float64(928.15), 'total_item_cost': np.float64(928.15)}]",1896.07
TXN000051,CUST007,2025-02-24,"[{'product_id': np.int64(74667), 'product_name': 'Kids Product 74667', 'quantity': 1, 'item_cost': np.float64(30.07), 'total_item_cost': np.float64(30.07)}, {'product_id': np.int64(9392), 'product_name': 'Appliances Product 9392', 'quantity': 4, 'item_cost': np.float64(544.46), 'total_item_cost': np.float64(2177.84)}, {'product_id': np.int64(48715), 'product_name': 'Accessories Product 48715', 'quantity': 3, 'item_cost': np.float64(259.41), 'total_item_cost': np.float64(778.23)}, {'product_id': np.int64(15994), 'product_name': 'Laptops Product 15994', 'quantity': 2, 'item_cost': np.float64(384.6), 'total_item_cost': np.float64(769.2)}, {'product_id': np.int64(30968), 'product_name': 'Women Product 30968', 'quantity': 2, 'item_cost': np.float64(788.45), 'total_item_cost': np.float64(1576.9)}, {'product_id': np.int64(51775), 'product_name': 'Smartphones Product 51775', 'quantity': 3, 'item_cost': np.float64(488.52), 'total_item_cost': np.float64(1465.56)}]",6797.799999999999
TXN000052,CUST007,2024-10-05,"[{'product_id': np.int64(79833), 'product_name': 'Women Product 79833', 'quantity': 2, 'item_cost': np.float64(687.18), 'total_item_cost': np.float64(1374.36)}, {'product_id': np.int64(355), 'product_name': 'Laptops Product 355', 'quantity': 5, 'item_cost': np.float64(421.86), 'total_item_cost': np.float64(2109.3)}, {'product_id': np.int64(49272), 'product_name': 'Furniture Product 49272', 'quantity': 2, 'item_cost': np.float64(857.99), 'total_item_cost': np.float64(1715.98)}, {'product_id': np.int64(6231), 'product_name': 'Furniture Product 6231', 'quantity': 4, 'item_cost': np.float64(27.41), 'total_item_cost': np.float64(109.64)}, {'product_id': np.int64(9830), 'product_name': 'Men Product 9830', 'quantity': 3, 'item_cost': np.float64(65.91), 'total_item_cost': np.float64(197.73)}, {'product_id': np.int64(98726), 'product_name': 'Furniture Product 98726', 'quantity': 3, 'item_cost': np.float64(772.86), 'total_item_cost': np.float64(2318.58)}, {'product_id': np.int64(86436), 'product_name': 'Furniture Product 86436', 'quantity': 1, 'item_cost': np.float64(75.95), 'total_item_cost': np.float64(75.95)}, {'product_id': np.int64(9433), 'product_name': 'Appliances Product 9433', 'quantity': 4, 'item_cost': np.float64(96.37), 'total_item_cost': np.float64(385.48)}]",8287.019999999999
TXN000053,CUST007,2024-09-23,"[{'product_id': np.int64(5159), 'product_name': 'Women Product 5159', 'quantity': 3, 'item_cost': np.float64(958.98), 'total_item_cost': np.float64(2876.94)}, {'product_id': np.int64(12785), 'product_name': 'Women Product 12785', 'quantity': 3, 'item_cost': np.float64(167.81), 'total_item_cost': np.float64(503.43)}, {'product_id': np.int64(57936), 'product_name': 'Smartphones Product 57936', 'quantity': 1, 'item_cost': np.float64(671.87), 'total_item_cost': np.float64(671.87)}, {'product_id': np.int64(2256), 'product_name': 'Accessories Product 2256', 'quantity': 4, 'item_cost': np.float64(865.33), 'total_item_cost': np.float64(3461.32)}, {'product_id': np.int64(44584), 'product_name': 'Appliances Product 44584', 'quantity': 5, 'item_cost': np.float64(954.06), 'total_item_cost': np.float64(4770.299999999999)}]",12283.859999999999
TXN000054,CUST007,2024-10-07,"[{'product_id': np.int64(37055), 'product_name': 'Decor Product 37055', 'quantity': 5, 'item_cost': np.float64(960.29), 'total_item_cost': np.float64(4801.45)}, {'product_id': np.int64(61105), 'product_name': 'Laptops Product 61105', 'quantity': 1, 'item_cost': np.float64(455.43), 'total_item_cost': np.float64(455.43)}, {'product_id': np.int64(1946), 'product_name': 'Accessories Product 1946', 'quantity': 3, 'item_cost': np.float64(694.92), 'total_item_cost': np.float64(2084.7599999999998)}, {'product_id': np.int64(76283), 'product_name': 'Accessories Product 76283', 'quantity': 1, 'item_cost': np.float64(964.38), 'total_item_cost': np.float64(964.38)}, {'product_id': np.int64(59708), 'product_name': 'Accessories Product 59708', 'quantity': 3, 'item_cost': np.float64(503.95), 'total_item_cost': np.float64(1511.85)}, {'product_id': np.int64(80886), 'product_name': 'Women Product 80886', 'quantity': 4, 'item_cost': np.float64(161.75), 'total_item_cost': np.float64(647.0)}, {'product_id': np.int64(9715), 'product_name': 'Smartphones Product 9715', 'quantity': 3, 'item_cost': np.float64(171.98), 'total_item_cost': np.float64(515.9399999999999)}]",10980.81
TXN000055,CUST007,2025-01-31,"[{'product_id': np.int64(23940), 'product_name': 'Appliances Product 23940', 'quantity': 5, 'item_cost': np.float64(145.3), 'total_item_cost': np.float64(726.5)}, {'product_id': np.int64(51091), 'product_name': 'Decor Product 51091', 'quantity': 4, 'item_cost': np.float64(435.48), 'total_item_cost': np.float64(1741.92)}, {'product_id': np.int64(87958), 'product_name': 'Appliances Product 87958', 'quantity': 4, 'item_cost': np.float64(532.11), 'total_item_cost': np.float64(2128.44)}, {'product_id': np.int64(61507), 'product_name': 'Kids Product 61507', 'quantity': 2, 'item_cost': np.float64(304.22), 'total_item_cost': np.float64(608.44)}, {'product_id': np.int64(59096), 'product_name': 'Laptops Product 59096', 'quantity': 4, 'item_cost': np.float64(891.96), 'total_item_cost': np.float64(3567.84)}, {'product_id': np.int64(55083), 'product_name': 'Women Product 55083', 'quantity': 1, 'item_cost': np.float64(96.38), 'total_item_cost': np.float64(96.38)}]",8869.52
TXN000056,CUST007,2024-11-23,"[{'product_id': np.int64(19954), 'product_name': 'Men Product 19954', 'quantity': 1, 'item_cost': np.float64(713.31), 'total_item_cost': np.float64(713.31)}, {'product_id': np.int64(68728), 'product_name': 'Decor Product 68728', 'quantity': 4, 'item_cost': np.float64(300.59), 'total_item_cost': np.float64(1202.36)}, {'product_id': np.int64(46284), 'product_name': 'Kids Product 46284', 'quantity': 1, 'item_cost': np.float64(393.49), 'total_item_cost': np.float64(393.49)}]",2309.16
TXN000057,CUST007,2024-10-10,"[{'product_id': np.int64(9126), 'product_name': 'Accessories Product 9126', 'quantity': 2, 'item_cost': np.float64(390.72), 'total_item_cost': np.float64(781.44)}, {'product_id': np.int64(16565), 'product_name': 'Furniture Product 16565', 'quantity': 4, 'item_cost': np.float64(94.82), 'total_item_cost': np.float64(379.28)}, {'product_id': np.int64(27985), 'product_name': 'Men Product 27985', 'quantity': 2, 'item_cost': np.float64(446.92), 'total_item_cost': np.float64(893.84)}, {'product_id': np.int64(29770), 'product_name': 'Women Product 29770', 'quantity': 2, 'item_cost': np.float64(216.9), 'total_item_cost': np.float64(433.8)}, {'product_id': np.int64(13055), 'product_name': 'Women Product 13055', 'quantity': 5, 'item_cost': np.float64(49.81), 'total_item_cost': np.float64(249.05)}, {'product_id': np.int64(31294), 'product_name': 'Laptops Product 31294', 'quantity': 4, 'item_cost': np.float64(52.03), 'total_item_cost': np.float64(208.12)}, {'product_id': np.int64(84094), 'product_name': 'Men Product 84094', 'quantity': 5, 'item_cost': np.float64(868.41), 'total_item_cost': np.float64(4342.05)}]",7287.58
TXN000058,CUST008,2023-04-24,"[{'product_id': np.int64(40308), 'product_name': 'Women Product 40308', 'quantity': 1, 'item_cost': np.float64(141.19), 'total_item_cost': np.float64(141.19)}, {'product_id': np.int64(53181), 'product_name': 'Furniture Product 53181', 'quantity': 2, 'item_cost': np.float64(654.47), 'total_item_cost': np.float64(1308.94)}, {'product_id': np.int64(9666), 'product_name': 'Decor Product 9666', 'quantity': 3, 'item_cost': np.float64(732.92), 'total_item_cost': np.float64(2198.7599999999998)}, {'product_id': np.int64(99707), 'product_name': 'Accessories Product 99707', 'quantity': 3, 'item_cost': np.float64(395.87), 'total_item_cost': np.float64(1187.6100000000001)}]",4836.5
TXN000059,CUST008,2024-06-14,"[{'product_id': np.int64(27671), 'product_name': 'Furniture Product 27671', 'quantity': 2, 'item_cost': np.float64(440.73), 'total_item_cost': np.float64(881.46)}, {'product_id': np.int64(21275), 'product_name': 'Furniture Product 21275', 'quantity': 3, 'item_cost': np.float64(762.62), 'total_item_cost': np.float64(2287.86)}, {'product_id': np.int64(80780), 'product_name': 'Accessories Product 80780', 'quantity': 1, 'item_cost': np.float64(518.09), 'total_item_cost': np.float64(518.09)}, {'product_id': np.int64(77936), 'product_name': 'Appliances Product 77936', 'quantity': 2, 'item_cost': np.float64(927.49), 'total_item_cost': np.float64(1854.98)}, {'product_id': np.int64(22917), 'product_name': 'Laptops Product 22917', 'quantity': 2, 'item_cost': np.float64(821.55), 'total_item_cost': np.float64(1643.1)}, {'product_id': np.int64(16347), 'product_name': 'Decor Product 16347', 'quantity': 1, 'item_cost': np.float64(354.05), 'total_item_cost': np.float64(354.05)}]",7539.54
